Категория,Название товара,Цена,Ссылка
Жесткие диски и SSD,SSD Silicon Power SP250GBP34UD8005 250 ГБ,18000.0,https://kaspi.kz/shop/p/ssd-silicon-power-sp250gbp34ud8005-250-gb-106464926/?c=351010000
Жесткие диски и SSD,SSD Netac NT01SA500-256-S3X 256 Гб,9990.0,https://kaspi.kz/shop/p/ssd-netac-nt01sa500-256-s3x-256-gb-132992657/?c=351010000
Жесткие диски и SSD,SSD Huawei L1-35-SSD960G-V22Y 960 Гб,167490.0,https://kaspi.kz/shop/p/ssd-huawei-l1-35-ssd960g-v22y-960-gb-129983552/?c=351010000
Жесткие диски и SSD,HDD DELL 345-BDZZ 480 ГБ,163990.0,https://kaspi.kz/shop/p/hdd-dell-345-bdzz-480-gb-110150090/?c=351010000
Жесткие диски и SSD,Kingston SUV400S37 120Gb,51398.0,https://kaspi.kz/shop/p/kingston-suv400s37-120gb-6800387/?c=351010000
Жесткие диски и SSD,Kingston SUV400S37 120Gb,51398.0,https://kaspi.kz/shop/p/kingston-suv400s37-120gb-6800387/?c=351010000
Жесткие диски и SSD,SSD HP P44013-B21 1920 Гб,471460.0,https://kaspi.kz/shop/p/ssd-hp-p44013-b21-1920-gb-112186084/?c=351010000
Жесткие диски и SSD,HDD Western Digital HUS722T2TALA604 2000 ГБ,84272.0,https://kaspi.kz/shop/p/hdd-western-digital-hus722t2tala604-2000-gb-104611201/?c=351010000
Жесткие диски и SSD,HDD Seagate ST10000NM018G 10000 Гб,172084.0,https://kaspi.kz/shop/p/hdd-seagate-st10000nm018g-10000-gb-113312116/?c=351010000
Жесткие диски и SSD,HDD Huawei L1-NLSAS8T-W 8000 Гб,234125.0,https://kaspi.kz/shop/p/hdd-huawei-l1-nlsas8t-w-8000-gb-129983576/?c=351010000
Жесткие диски и SSD,SSD AMD R3MP32048G8 2048 Гб,79763.0,https://kaspi.kz/shop/p/ssd-amd-r3mp32048g8-2048-gb-132792758/?c=351010000
Жесткие диски и SSD,HDD Huawei L1-NLSAS14T-W 14000 Гб,316156.0,https://kaspi.kz/shop/p/hdd-huawei-l1-nlsas14t-w-14000-gb-129983683/?c=351010000
Жесткие диски и SSD,SSD AMD R3MP40512G8 512 Гб,25399.0,https://kaspi.kz/shop/p/ssd-amd-r3mp40512g8-512-gb-132792764/?c=351010000
Жесткие диски и SSD,HPE P19888-B21 240Gb,86628.0,https://kaspi.kz/shop/p/hpe-p19888-b21-240gb-103087016/?c=351010000
Жесткие диски и SSD,HDD UNV WD101PURA-64B5KY0 10000 ГБ,185000.0,https://kaspi.kz/shop/p/hdd-unv-wd101pura-64b5ky0-10000-gb-106429980/?c=351010000
Жесткие диски и SSD,SSD Intel SSDSC2KB019T801 1920 ГБ,175000.0,https://kaspi.kz/shop/p/ssd-intel-ssdsc2kb019t801-1920-gb-110911265/?c=351010000
Жесткие диски и SSD,SSD Kimtigo KTA-320 2.5 512 Гб,20387.0,https://kaspi.kz/shop/p/ssd-kimtigo-kta-320-2-5-512-gb-115397043/?c=351010000
Жесткие диски и SSD,HDD HP BF07285A36 72.8 ГБ,40444.0,https://kaspi.kz/shop/p/hdd-hp-bf07285a36-72-8-gb-104110416/?c=351010000
Жесткие диски и SSD,SSD KingFast KF2710DCS23BF-512 512 Гб,17990.0,https://kaspi.kz/shop/p/ssd-kingfast-kf2710dcs23bf-512-512-gb-122270400/?c=351010000
Жесткие диски и SSD,HDD Seagate ST8000NM018B 8000 Гб,142500.0,https://kaspi.kz/shop/p/hdd-seagate-st8000nm018b-8000-gb-123211963/?c=351010000
Жесткие диски и SSD,HDD Seagate ST20000VE002 20000 ГБ,254970.0,https://kaspi.kz/shop/p/hdd-seagate-st20000ve002-20000-gb-109526568/?c=351010000
Жесткие диски и SSD,SSD Geil P4A P4AAC16I512D 512 Гб,21813.0,https://kaspi.kz/shop/p/ssd-geil-p4a-p4aac16i512d-512-gb-131279147/?c=351010000
Жесткие диски и SSD,SSD Samsung MZ-77E4T0B/EU 4000 Гб,188112.0,https://kaspi.kz/shop/p/ssd-samsung-mz-77e4t0b-eu-4000-gb-112055644/?c=351010000
Жесткие диски и SSD,"SSD Hiksemi Future Pro, HS-SSD-FUTURE Pro 1024 Гб",55185.0,https://kaspi.kz/shop/p/ssd-hiksemi-future-pro-hs-ssd-future-pro-1024-gb-132114138/?c=351010000
Жесткие диски и SSD,HDD HGST HUS726T6TALE6L4 6000 Гб,124990.0,https://kaspi.kz/shop/p/hdd-hgst-hus726t6tale6l4-6000-gb-102910846/?c=351010000
Жесткие диски и SSD,HDD Dahua ST8000NM000A 8000 ГБ,107000.0,https://kaspi.kz/shop/p/hdd-dahua-st8000nm000a-8000-gb-102994520/?c=351010000
Жесткие диски и SSD,HDD Seagate ST6000NM029A 6000 Гб,155250.0,https://kaspi.kz/shop/p/hdd-seagate-st6000nm029a-6000-gb-112405737/?c=351010000
Жесткие диски и SSD,HDD Toshiba MG08SCA16TE 16000 Гб,195060.0,https://kaspi.kz/shop/p/hdd-toshiba-mg08sca16te-16000-gb-115195235/?c=351010000
Жесткие диски и SSD,Plextor M9PeGN PX-256M9PEGN 256Gb,28000.0,https://kaspi.kz/shop/p/plextor-m9pegn-px-256m9pegn-256gb-100346541/?c=351010000
Жесткие диски и SSD,SSD DELL 345-BFWQ 1920 Гб,524749.0,https://kaspi.kz/shop/p/ssd-dell-345-bfwq-1920-gb-123436433/?c=351010000
Жесткие диски и SSD,HDD Western Digital WUH722020BLE6L4 20000 Гб,278890.0,https://kaspi.kz/shop/p/hdd-western-digital-wuh722020ble6l4-20000-gb-128566971/?c=351010000
Жесткие диски и SSD,SSD Patriot CSSD-F500GBMP600R2 500 ГБ,57990.0,https://kaspi.kz/shop/p/ssd-patriot-cssd-f500gbmp600r2-500-gb-106954015/?c=351010000
Жесткие диски и SSD,HDD HP 0B31343 300 ГБ,102444.0,https://kaspi.kz/shop/p/hdd-hp-0b31343-300-gb-104110414/?c=351010000
Жесткие диски и SSD,SSD Mirex MIR-256GBSAT3 250 ГБ,12000.0,https://kaspi.kz/shop/p/ssd-mirex-mir-256gbsat3-250-gb-109024425/?c=351010000
Жесткие диски и SSD,SSD ADATA ASU800SS-512GT-C 512 ГБ,87700.0,https://kaspi.kz/shop/p/ssd-adata-asu800ss-512gt-c-512-gb-105283842/?c=351010000
Жесткие диски и SSD,HDD Seagate Ironwolf NAS ST4000VN008 4000 ГБ,54900.0,https://kaspi.kz/shop/p/hdd-seagate-ironwolf-nas-st4000vn008-4000-gb-102544720/?c=351010000
Жесткие диски и SSD,SSD ADATA ALEG-850-1TCS 1000 Гб,49990.0,https://kaspi.kz/shop/p/ssd-adata-aleg-850-1tcs-1000-gb-118929061/?c=351010000
Жесткие диски и SSD,SSD Exascend EXSE4A960GB 960 Гб,76320.0,https://kaspi.kz/shop/p/ssd-exascend-exse4a960gb-960-gb-118753856/?c=351010000
Жесткие диски и SSD,HDD Toshiba MG09SCA18TE 18000 Гб,213481.0,https://kaspi.kz/shop/p/hdd-toshiba-mg09sca18te-18000-gb-115028912/?c=351010000
Жесткие диски и SSD,SSD Hiksemi HS-SSD-FUTURE 512G 512 Гб,28990.0,https://kaspi.kz/shop/p/ssd-hiksemi-hs-ssd-future-512g-512-gb-132503700/?c=351010000
Жесткие диски и SSD,HDD Western Digital WUS721010AL5204 10000 ГБ,160875.0,https://kaspi.kz/shop/p/hdd-western-digital-wus721010al5204-10000-gb-109524656/?c=351010000
Жесткие диски и SSD,HDD Western Digital Ultrastar DC HC520 HUH721212AL5204 12000 ГБ,194999.0,https://kaspi.kz/shop/p/hdd-western-digital-ultrastar-dc-hc520-huh721212al5204-12000-gb-110151302/?c=351010000
Жесткие диски и SSD,SSD AMD R3MP31024G8 1024 Гб,33335.0,https://kaspi.kz/shop/p/ssd-amd-r3mp31024g8-1024-gb-132795382/?c=351010000
Жесткие диски и SSD,SSD AMD R3MP30512G8 512 Гб,16900.0,https://kaspi.kz/shop/p/ssd-amd-r3mp30512g8-512-gb-132795415/?c=351010000
Жесткие диски и SSD,HDD Synology HAT5300-4T 4000 Гб,136976.0,https://kaspi.kz/shop/p/hdd-synology-hat5300-4t-4000-gb-116545344/?c=351010000
Жесткие диски и SSD,HDD Seagate ST20000NM007D 20000 Гб,199000.0,https://kaspi.kz/shop/p/hdd-seagate-st20000nm007d-20000-gb-128160798/?c=351010000
Жесткие диски и SSD,HDD DELL 9FN066-150 600 ГБ,97888.0,https://kaspi.kz/shop/p/hdd-dell-9fn066-150-600-gb-106844403/?c=351010000
Жесткие диски и SSD,HDD Seagate ST4000NM024B 4000 ГБ,113675.0,https://kaspi.kz/shop/p/hdd-seagate-st4000nm024b-4000-gb-108177210/?c=351010000
Жесткие диски и SSD,HDD Seagate ST6000NT001 6000 Гб,139992.0,https://kaspi.kz/shop/p/hdd-seagate-st6000nt001-6000-gb-116162173/?c=351010000
Жесткие диски и SSD,HDD Western Digital WUH722020BL5204 20000 Гб,265498.0,https://kaspi.kz/shop/p/hdd-western-digital-wuh722020bl5204-20000-gb-115894834/?c=351010000
Жесткие диски и SSD,HDD HP R0Q53A 900 ГБ,148270.0,https://kaspi.kz/shop/p/hdd-hp-r0q53a-900-gb-106038310/?c=351010000
Жесткие диски и SSD,SSD Huawei L1-35-SSD480G-V22H 480 Гб,68990.0,https://kaspi.kz/shop/p/ssd-huawei-l1-35-ssd480g-v22h-480-gb-129983434/?c=351010000
Жесткие диски и SSD,HDD Seagate Exos X18 ST12000NM004J 12000 ГБ,197000.0,https://kaspi.kz/shop/p/hdd-seagate-exos-x18-st12000nm004j-12000-gb-109658481/?c=351010000
Жесткие диски и SSD,HDD Seagate Exos X18 ST12000NM004J 12000 ГБ,197000.0,https://kaspi.kz/shop/p/hdd-seagate-exos-x18-st12000nm004j-12000-gb-109658481/?c=351010000
Жесткие диски и SSD,HDD Western Digital WD84PURU 8000 Гб,122430.0,https://kaspi.kz/shop/p/hdd-western-digital-wd84puru-8000-gb-112209734/?c=351010000
Жесткие диски и SSD,SSD AMD Radeon R7 R7MP512G8 512 Гб,26967.0,https://kaspi.kz/shop/p/ssd-amd-radeon-r7-r7mp512g8-512-gb-121159240/?c=351010000
Жесткие диски и SSD,SSD Corsair CSSD-F8000GBMP600PLP 8000 Гб,549253.0,https://kaspi.kz/shop/p/ssd-corsair-cssd-f8000gbmp600plp-8000-gb-115033918/?c=351010000
Жесткие диски и SSD,HDD Toshiba DT01ABA200V 2000 ГБ,49990.0,https://kaspi.kz/shop/p/hdd-toshiba-dt01aba200v-2000-gb-105573225/?c=351010000
Жесткие диски и SSD,Seagate ST4000VN008 4000Gb,54900.0,https://kaspi.kz/shop/p/seagate-st4000vn008-4000gb-6800503/?c=351010000
Жесткие диски и SSD,HDD HPE 872475-K21 300 ГБ,39000.0,https://kaspi.kz/shop/p/hdd-hpe-872475-k21-300-gb-103174323/?c=351010000
Жесткие диски и SSD,HDD Western Digital WUH721818ALE6L4crjh 18000 Гб,223000.0,https://kaspi.kz/shop/p/hdd-western-digital-wuh721818ale6l4crjh-18000-gb-123473546/?c=351010000
Жесткие диски и SSD,ADATA Ultimate SU630 ASU630SS-960GQ-R 960 Gb,75000.0,https://kaspi.kz/shop/p/adata-ultimate-su630-asu630ss-960gq-r-960-gb-101785895/?c=351010000
Жесткие диски и SSD,HDD Seagate ST10000NT001 10000 Гб,166976.0,https://kaspi.kz/shop/p/hdd-seagate-st10000nt001-10000-gb-116162089/?c=351010000
Жесткие диски и SSD,SSD Huawei L1-25-SSD1.92T-V22Y 1920 Гб,321790.0,https://kaspi.kz/shop/p/ssd-huawei-l1-25-ssd1-92t-v22y-1920-gb-129983392/?c=351010000
Жесткие диски и SSD,SSD AMD R3MS1024G8 1024 Гб,30120.0,https://kaspi.kz/shop/p/ssd-amd-r3ms1024g8-1024-gb-132792797/?c=351010000
Жесткие диски и SSD,Seagate SkyHawk AI ST16000VE002 16TB,207497.0,https://kaspi.kz/shop/p/seagate-skyhawk-ai-st16000ve002-16tb-102544809/?c=351010000
Жесткие диски и SSD,Western Digital Ultrastar 0B36047 6 Tb,107841.0,https://kaspi.kz/shop/p/western-digital-ultrastar-0b36047-6-tb-6801345/?c=351010000
Жесткие диски и SSD,SSD HP P47327-B21 3840 Гб,403528.0,https://kaspi.kz/shop/p/ssd-hp-p47327-b21-3840-gb-112185950/?c=351010000
Жесткие диски и SSD,SSD AFOX SD250-240GN 240 Гб,28276.0,https://kaspi.kz/shop/p/ssd-afox-sd250-240gn-240-gb-101137179/?c=351010000
Жесткие диски и SSD,DELL 400-ATJL,115347.0,https://kaspi.kz/shop/p/dell-400-atjl-6800954/?c=351010000
Жесткие диски и SSD,HDD Western Digital Digital WUH721814AL5204 14000 Гб,232510.0,https://kaspi.kz/shop/p/hdd-western-digital-digital-wuh721814al5204-14000-gb-123946118/?c=351010000
Жесткие диски и SSD,HDD Synology HAT5300-12T 12000 Гб,307325.0,https://kaspi.kz/shop/p/hdd-synology-hat5300-12t-12000-gb-124112358/?c=351010000
Жесткие диски и SSD,HDD Synology HAT5310-18T 18000 Гб,468844.0,https://kaspi.kz/shop/p/hdd-synology-hat5310-18t-18000-gb-115430747/?c=351010000
Жесткие диски и SSD,Toshiba DT02ABA400 4Tb,56990.0,https://kaspi.kz/shop/p/toshiba-dt02aba400-4tb-100916721/?c=351010000
Жесткие диски и SSD,SSD ADATA ASWORDFISH-250G-C 250 Гб,18000.0,https://kaspi.kz/shop/p/ssd-adata-aswordfish-250g-c-250-gb-100916711/?c=351010000
Жесткие диски и SSD,HDD Western Digital WUH721818AL5204 18000 Гб,243449.0,https://kaspi.kz/shop/p/hdd-western-digital-wuh721818al5204-18000-gb-115231988/?c=351010000
Жесткие диски и SSD,HGST HUH721212ALE604,179998.0,https://kaspi.kz/shop/p/hgst-huh721212ale604-6801315/?c=351010000
Жесткие диски и SSD,Lexar LNQ100X480G-RNNNG 480 Gb,29840.0,https://kaspi.kz/shop/p/lexar-lnq100x480g-rnnng-480-gb-100919724/?c=351010000
Жесткие диски и SSD,SSD AMD R3SL1024G 1024 Гб,34285.0,https://kaspi.kz/shop/p/ssd-amd-r3sl1024g-1024-gb-132792836/?c=351010000
Жесткие диски и SSD,Western Digital NAS Red Pro WD2002FFSX 2TB,74679.0,https://kaspi.kz/shop/p/western-digital-nas-red-pro-wd2002ffsx-2tb-102545307/?c=351010000
Жесткие диски и SSD,Seagate SkyHawk AI ST8000VE000 8Tb,182852.0,https://kaspi.kz/shop/p/seagate-skyhawk-ai-st8000ve000-8tb-100474487/?c=351010000
Жесткие диски и SSD,SSD HP P49046-B21 800 Гб,300961.0,https://kaspi.kz/shop/p/ssd-hp-p49046-b21-800-gb-121685421/?c=351010000
Жесткие диски и SSD,SSD HP P47818-B21 480 ГБ,119146.0,https://kaspi.kz/shop/p/ssd-hp-p47818-b21-480-gb-105125655/?c=351010000
Жесткие диски и SSD,SSD Tecmiyo MY-660 512 ГБ,55000.0,https://kaspi.kz/shop/p/ssd-tecmiyo-my-660-512-gb-108439498/?c=351010000
Жесткие диски и SSD,HDD HP 431958-B21 146 ГБ,40444.0,https://kaspi.kz/shop/p/hdd-hp-431958-b21-146-gb-104092985/?c=351010000
Жесткие диски и SSD,HDD Hitachi HUS156030VLS600 300 Гб,36500.0,https://kaspi.kz/shop/p/hdd-hitachi-hus156030vls600-300-gb-112296680/?c=351010000
Жесткие диски и SSD,SSD Team Group T253X7001T0C101 1000 Гб,56890.0,https://kaspi.kz/shop/p/ssd-team-group-t253x7001t0c101-1000-gb-118901846/?c=351010000
Жесткие диски и SSD,SSD Colorful SL500 240GB V2 240 Гб,16990.0,https://kaspi.kz/shop/p/ssd-colorful-sl500-240gb-v2-240-gb-114886039/?c=351010000
Жесткие диски и SSD,HDD Seagate ST6000NM020B 6000 Гб,132977.0,https://kaspi.kz/shop/p/hdd-seagate-st6000nm020b-6000-gb-116162125/?c=351010000
Жесткие диски и SSD,HDD Seagate ST1000NX0333 1000 Гб,129860.0,https://kaspi.kz/shop/p/hdd-seagate-st1000nx0333-1000-gb-115709100/?c=351010000
Жесткие диски и SSD,LiteOn MU3 PH6 960Gb Black,60600.0,https://kaspi.kz/shop/p/liteon-mu3-ph6-960gb-black-100013408/?c=351010000
Жесткие диски и SSD,Toshiba MG08SDA800E 8Tb,134416.0,https://kaspi.kz/shop/p/toshiba-mg08sda800e-8tb-102545489/?c=351010000
Жесткие диски и SSD,Toshiba DT01ACA050 500Gb,24127.0,https://kaspi.kz/shop/p/toshiba-dt01aca050-500gb-6800119/?c=351010000
Жесткие диски и SSD,SSD AMD R3MP42048G8 2048 Гб,77345.0,https://kaspi.kz/shop/p/ssd-amd-r3mp42048g8-2048-gb-132792723/?c=351010000
Жесткие диски и SSD,HDD DELL 161-BCFV 2400 Гб,151772.0,https://kaspi.kz/shop/p/hdd-dell-161-bcfv-2400-gb-123116370/?c=351010000
Жесткие диски и SSD,HDD HP R0Q57A 2400 ГБ,338292.0,https://kaspi.kz/shop/p/hdd-hp-r0q57a-2400-gb-103372035/?c=351010000
Жесткие диски и SSD,SSD Corsair CSSD-F4000GBMP600PLP 4000 ГБ,223948.0,https://kaspi.kz/shop/p/ssd-corsair-cssd-f4000gbmp600plp-4000-gb-109605832/?c=351010000
Жесткие диски и SSD,SSD KingSpec KingSpec 128 Гб,13990.0,https://kaspi.kz/shop/p/ssd-kingspec-kingspec-128-gb-131649866/?c=351010000
Жесткие диски и SSD,HDD Seagate ST10000NM013G 10000 Гб,176724.0,https://kaspi.kz/shop/p/hdd-seagate-st10000nm013g-10000-gb-116023148/?c=351010000
Жесткие диски и SSD,SSD DELL 345-BDSG 1920 Гб,426649.0,https://kaspi.kz/shop/p/ssd-dell-345-bdsg-1920-gb-131091734/?c=351010000
Жесткие диски и SSD,HDD Synology HAT3300-12T 12000 Гб,207336.0,https://kaspi.kz/shop/p/hdd-synology-hat3300-12t-12000-gb-115430792/?c=351010000
Жесткие диски и SSD,SSD Corsair CSSD-F8000GBMP600PNH 8000 ГБ,542293.0,https://kaspi.kz/shop/p/ssd-corsair-cssd-f8000gbmp600pnh-8000-gb-109605629/?c=351010000
Жесткие диски и SSD,SSD AMD R3SL0512G2 512 Гб,14989.0,https://kaspi.kz/shop/p/ssd-amd-r3sl0512g2-512-gb-132792747/?c=351010000
Жесткие диски и SSD,Crucial CT240BX500SSD1 240GB,16000.0,https://kaspi.kz/shop/p/crucial-ct240bx500ssd1-240gb-6801188/?c=351010000
Жесткие диски и SSD,SSD Patriot P320 P320P2TBM28 2000 Гб,65990.0,https://kaspi.kz/shop/p/ssd-patriot-p320-p320p2tbm28-2000-gb-129950909/?c=351010000
Жесткие диски и SSD,HDD Toshiba MG08 MG08ACA16TE 16000 ГБ,187596.0,https://kaspi.kz/shop/p/hdd-toshiba-mg08-mg08aca16te-16000-gb-107800697/?c=351010000
Жесткие диски и SSD,SSD Western Digital WDS100T3B0B 1000 ГБ,40068.0,https://kaspi.kz/shop/p/ssd-western-digital-wds100t3b0b-1000-gb-107849610/?c=351010000
Жесткие диски и SSD,SSD Geil GZ25A3-500G A3AC16D500A 500 Гб,17052.0,https://kaspi.kz/shop/p/ssd-geil-gz25a3-500g-a3ac16d500a-500-gb-115813965/?c=351010000
Жесткие диски и SSD,Netac N600S 1TB,30759.0,https://kaspi.kz/shop/p/netac-n600s-1tb-100676289/?c=351010000
Жесткие диски и SSD,SSD Whalekom WKM28-2048 2048 Гб,59900.0,https://kaspi.kz/shop/p/ssd-whalekom-wkm28-2048-2048-gb-130877042/?c=351010000
Жесткие диски и SSD,HDD Seagate NAS Exos 7E8 512E ST8000NM000A 8192 Гб,130460.0,https://kaspi.kz/shop/p/hdd-seagate-nas-exos-7e8-512e-st8000nm000a-8192-gb-102544399/?c=351010000
Жесткие диски и SSD,SSD Patriot - 128,6395.0,https://kaspi.kz/shop/p/ssd-patriot---128-101056656/?c=351010000
Жесткие диски и SSD,SSD Crucial CT2000P3PSSD8 2000 Гб,73900.0,https://kaspi.kz/shop/p/ssd-crucial-ct2000p3pssd8-2000-gb-116301648/?c=351010000
Жесткие диски и SSD,SSD Netac NV2000 NT01NV2000-256-E4X 256 Гб,12500.0,https://kaspi.kz/shop/p/ssd-netac-nv2000-nt01nv2000-256-e4x-256-gb-110195074/?c=351010000
Жесткие диски и SSD,SSD Whalekom WKMS-1TB 1024 Гб,36990.0,https://kaspi.kz/shop/p/ssd-whalekom-wkms-1tb-1024-gb-112468881/?c=351010000
Жесткие диски и SSD,Western Digital Red Pro WD102KFBX 10TB,208994.0,https://kaspi.kz/shop/p/western-digital-red-pro-wd102kfbx-10tb-101548363/?c=351010000
Жесткие диски и SSD,SSD Apacer AP1TBAS2280P4U-1 1024 ГБ,66626.0,https://kaspi.kz/shop/p/ssd-apacer-ap1tbas2280p4u-1-1024-gb-104163477/?c=351010000
Жесткие диски и SSD,SSD Samsung MZ7L3480HCHQ-00A07 480 Гб,62990.0,https://kaspi.kz/shop/p/ssd-samsung-mz7l3480hchq-00a07-480-gb-104204076/?c=351010000
Жесткие диски и SSD,SSD Seagate ZP1000CV3A002 1000 Гб,35867.0,https://kaspi.kz/shop/p/ssd-seagate-zp1000cv3a002-1000-gb-113680666/?c=351010000
Жесткие диски и SSD,Western Digital Gold WD6003FRYZ 6Tb,124655.0,https://kaspi.kz/shop/p/western-digital-gold-wd6003fryz-6tb-100056727/?c=351010000
Жесткие диски и SSD,SSD ADATA ALEG-960M-2TCS 2000 Гб,200000.0,https://kaspi.kz/shop/p/ssd-adata-aleg-960m-2tcs-2000-gb-112967908/?c=351010000
Жесткие диски и SSD,Team Group MP34 TM8FP4001T0C101 1000 Gb,55000.0,https://kaspi.kz/shop/p/team-group-mp34-tm8fp4001t0c101-1000-gb-100050394/?c=351010000
Жесткие диски и SSD,Toshiba Surveillance S300 HDWT720UZSVA 2TB,39110.0,https://kaspi.kz/shop/p/toshiba-surveillance-s300-hdwt720uzsva-2tb-102544847/?c=351010000
Жесткие диски и SSD,SSD Lexar NM610 PRO 500 Гб,29990.0,https://kaspi.kz/shop/p/ssd-lexar-nm610-pro-500-gb-119120158/?c=351010000
Жесткие диски и SSD,SSD Samsung MZ-V7S250BW 250 ГБ,31276.0,https://kaspi.kz/shop/p/ssd-samsung-mz-v7s250bw-250-gb-6801162/?c=351010000
Жесткие диски и SSD,SSD Samsung MZ-V7S250BW 250 ГБ,31276.0,https://kaspi.kz/shop/p/ssd-samsung-mz-v7s250bw-250-gb-6801162/?c=351010000
Жесткие диски и SSD,HDD Western Digital WD60PURX 6000 ГБ,66426.0,https://kaspi.kz/shop/p/hdd-western-digital-wd60purx-6000-gb-6800271/?c=351010000
Жесткие диски и SSD,SSD BILLION RESERVOIR BR-NVME-512G 512 Гб,20000.0,https://kaspi.kz/shop/p/ssd-billion-reservoir-br-nvme-512g-512-gb-120204320/?c=351010000
Жесткие диски и SSD,"SSD Hiksemi Wave(S), HS-SSD-WAVE(S) 1024 Гб",27427.0,https://kaspi.kz/shop/p/ssd-hiksemi-wave-s-hs-ssd-wave-s-1024-gb-132114331/?c=351010000
Жесткие диски и SSD,SSD MSI SPATIUM S270 240 ГБ,9731.0,https://kaspi.kz/shop/p/ssd-msi-spatium-s270-240-gb-107382957/?c=351010000
Жесткие диски и SSD,"SSD Patriot P320, P320P256GM28 256 Гб",11290.0,https://kaspi.kz/shop/p/ssd-patriot-p320-p320p256gm28-256-gb-132114130/?c=351010000
Жесткие диски и SSD,SSD Team Group T253TM001T0C325 1000 ГБ,40990.0,https://kaspi.kz/shop/p/ssd-team-group-t253tm001t0c325-1000-gb-106908322/?c=351010000
Жесткие диски и SSD,SSD Netac NV7000 1000 ГБ,64990.0,https://kaspi.kz/shop/p/ssd-netac-nv7000-1000-gb-110331719/?c=351010000
Жесткие диски и SSD,SSD Seagate ZA240CV1A002 240 Гб,16490.0,https://kaspi.kz/shop/p/ssd-seagate-za240cv1a002-240-gb-113693354/?c=351010000
Жесткие диски и SSD,SSD Netac SA500 2000 Гб,109960.0,https://kaspi.kz/shop/p/ssd-netac-sa500-2000-gb-114226564/?c=351010000
Жесткие диски и SSD,SSD Team Group T253TZ256G0C101 256 ГБ,10990.0,https://kaspi.kz/shop/p/ssd-team-group-t253tz256g0c101-256-gb-110069393/?c=351010000
Жесткие диски и SSD,SSD Colorful SL500 WarHalberd 2000 Гб,70990.0,https://kaspi.kz/shop/p/ssd-colorful-sl500-warhalberd-2000-gb-116348899/?c=351010000
Жесткие диски и SSD,SSD Samsung MZVL21T0HDLU-00B07 1000 Гб,69990.0,https://kaspi.kz/shop/p/ssd-samsung-mzvl21t0hdlu-00b07-1000-gb-115177423/?c=351010000
Жесткие диски и SSD,SSD Ramsta S800 512 Гб,20000.0,https://kaspi.kz/shop/p/ssd-ramsta-s800-512-gb-113141029/?c=351010000
Жесткие диски и SSD,SSD Transcend TS1TMTE250S 1000 ГБ,53990.0,https://kaspi.kz/shop/p/ssd-transcend-ts1tmte250s-1000-gb-109705029/?c=351010000
Жесткие диски и SSD,SSD Team Group TM8FF1002T0C129 2000 Гб,160006.0,https://kaspi.kz/shop/p/ssd-team-group-tm8ff1002t0c129-2000-gb-117140468/?c=351010000
Жесткие диски и SSD,SSD Team Group T253X1480G0C101 480 ГБ,18490.0,https://kaspi.kz/shop/p/ssd-team-group-t253x1480g0c101-480-gb-108048967/?c=351010000
Жесткие диски и SSD,SSD Mr.Pixel MPSL256GB 256 Гб,9355.0,https://kaspi.kz/shop/p/ssd-mr-pixel-mpsl256gb-256-gb-112780022/?c=351010000
Жесткие диски и SSD,SSD Kingston SFYRSK/500G 500 Гб,49663.0,https://kaspi.kz/shop/p/ssd-kingston-sfyrsk-500g-500-gb-123949531/?c=351010000
Жесткие диски и SSD,SSD Silicon Power Slim S55 SP240GBSS3S55S25 240 ГБ,14300.0,https://kaspi.kz/shop/p/ssd-silicon-power-slim-s55-sp240gbss3s55s25-240-gb-103700944/?c=351010000
Жесткие диски и SSD,SSD Kingston SXS1000/1000GB 1000 Гб,52914.0,https://kaspi.kz/shop/p/ssd-kingston-sxs1000-1000gb-1000-gb-123327683/?c=351010000
Жесткие диски и SSD,SSD ADATA Legend 850 ALEG-850-512GCS 512 Гб,27980.0,https://kaspi.kz/shop/p/ssd-adata-legend-850-aleg-850-512gcs-512-gb-113034583/?c=351010000
Жесткие диски и SSD,SSD Ceamere CMSSDA-128 128 ГБ,6800.0,https://kaspi.kz/shop/p/ssd-ceamere-cmssda-128-128-gb-109842351/?c=351010000
Жесткие диски и SSD,Western Digital Ultrastar DC HC330 WUS721010ALE6L4 10000Gb,145900.0,https://kaspi.kz/shop/p/western-digital-ultrastar-dc-hc330-wus721010ale6l4-10000gb-100396743/?c=351010000
Жесткие диски и SSD,SSD Ramsta S800 2048,67000.0,https://kaspi.kz/shop/p/ssd-ramsta-s800-2048-117331405/?c=351010000
Жесткие диски и SSD,SSD Crucial CT4000MX500SSD1 4000 ГБ,180231.0,https://kaspi.kz/shop/p/ssd-crucial-ct4000mx500ssd1-4000-gb-110880461/?c=351010000
Жесткие диски и SSD,Samsung 870 QVO 2TB,138490.0,https://kaspi.kz/shop/p/samsung-870-qvo-2tb-100736973/?c=351010000
Жесткие диски и SSD,SSD Colorful SL500-256GB 256 Гб,9557.0,https://kaspi.kz/shop/p/ssd-colorful-sl500-256gb-256-gb-6801418/?c=351010000
Жесткие диски и SSD,HDD Seagate SkyHawk ST8000VX004 8000 ГБ,107900.0,https://kaspi.kz/shop/p/hdd-seagate-skyhawk-st8000vx004-8000-gb-100067117/?c=351010000
